1704404580,bid,0.5894,40405.0
1704404580,bid,0.5893,99075.0
1704404580,bid,0.5892,82282.0
1704404580,bid,0.5891,100884.0
1704404580,bid,0.589,92555.0
1704404580,bid,0.5889,95558.0
1704404580,bid,0.5888,32719.0
1704404580,bid,0.5887,26000.0
1704404580,bid,0.5886,42022.0
1704404580,bid,0.5885,101848.0
1704404580,ask,0.5895,100240.0
1704404580,ask,0.5896,60674.0
1704404580,ask,0.5897,82343.0
1704404580,ask,0.5898,99585.0
1704404580,ask,0.5899,85829.0
1704404580,ask,0.59,35623.0
1704404580,ask,0.5901,206753.0
1704404580,ask,0.5902,73101.0
1704404580,ask,0.5903,46771.0
1704404580,ask,0.5904,151608.0
1704404647,bid,0.5887,11754.0
1704404647,bid,0.5886,100793.0
1704404647,bid,0.5885,59013.0
1704404647,bid,0.5884,108079.0
1704404647,bid,0.5883,90322.0
1704404647,bid,0.5882,46658.0
1704404647,bid,0.5881,22102.0
1704404647,bid,0.588,95359.0
1704404647,bid,0.5879,110706.0
1704404647,bid,0.5878,103807.0
1704404647,ask,0.5888,127359.0
1704404647,ask,0.5889,140109.0
1704404647,ask,0.589,121264.0
1704404647,ask,0.5891,85095.0
1704404647,ask,0.5892,78367.0
1704404647,ask,0.5893,108819.0
1704404647,ask,0.5894,29084.0
1704404647,ask,0.5895,130782.0
1704404647,ask,0.5896,33636.0
1704404647,ask,0.5897,134547.0
1704404714,bid,0.5885,134268.0
1704404714,bid,0.5884,81312.0
1704404714,bid,0.5883,76116.0
1704404714,bid,0.5882,69249.0
1704404714,bid,0.5881,77733.0
1704404714,bid,0.588,134608.0
1704404714,bid,0.5879,111971.0
1704404714,bid,0.5878,19287.0
1704404714,bid,0.5877,43600.0
1704404714,bid,0.5876,260663.0
1704404714,ask,0.5886,86371.0
1704404714,ask,0.5887,88467.0
1704404714,ask,0.5888,88474.0
1704404714,ask,0.5889,197406.0
1704404714,ask,0.589,105508.0
1704404714,ask,0.5891,37501.0
1704404714,ask,0.5892,142330.0
1704404714,ask,0.5893,39704.0
1704404714,ask,0.5894,13481.0
1704404714,ask,0.5895,149926.0
